word,sentence,label
밥,행사장에 있는 밥차에서 맛있는 카레를 먹었다.,1
밥,입에 밥풀이 붙어서 친구들이 웃었다.,1
밥,오늘 아침에 따뜻한 밥을 먹고 학교에 갔다.,1
밥,점심으로 엄마가 해 주신 비빔밥을 맛있게 먹었다.,1
밥,친구들과 함께 밥을 먹으면서 즐거운 시간을 보냈다.,1
밥,소풍 가기 전에 편의점에서 삼각 김밥을 사서 먹었다.,0
밥,오늘 저녁에는 신선한 생선으로 만든 초밥을 먹으러 일본 음식점에 갔다.,0
밥,엄마가 만들어 주신 주먹밥을 도시락으로 싸 갔더니 친구들이 부러워했다.,0
밥,점심으로 삼각 김밥 두 개를 먹었더니 배가 든든해졌다.,0
밥,친구들과 놀러 갔을 때 간단하게 주먹밥을 만들어 먹었다.,0
밥,편의점에서 다양한 맛의 삼각김밥을 골라 먹는 게 재미있다.,0
밥,소풍 갈 때 엄마가 정성껏 만들어 주신 김밥을 도시락에 담았다.,0
밥,점심으로 김밥 한 줄을 먹었는데 생각보다 배가 불렀다.,0
밥,라면이랑 삼각김밥을 같이 먹었다.,0
굴,동물들이 겨울잠을 자기 위해 굴속에 숨어들었다.,0
굴,공사 현장에서 커다란 굴착기가 땅을 파고 있었다.,0
굴,저녁 식사로 엄마가 구워 주신 굴비를 맛있게 먹었다.,0
굴,추운 겨울날 굴뚝에서 연기가 피어오르는 모습을 보았다.,0
굴,친구 앞에서 굴욕을 당해 얼굴이 빨개졌다.,0
굴,빛이 물에 들어가면서 굴절되어 다른 각도로 나아갔다.,0
굴,여행 중에 신비로운 석굴을 구경할 수 있었다.,0
굴,어두운 동굴 안을 탐험하는 것이 무섭지만 재미있었다.,0
굴,산길이 굴곡이 많아서 조심히 걸어야 했다.,0
굴,해안가의 해굴 안에서 신기한 생물들을 발견했다.,0
굴,신선한 굴을 초장에 찍어 먹으니 정말 맛있었다.,1
굴,엄마가 저녁으로 굴국을 끓여 주셔서 따뜻하게 먹었다.,1
굴,겨울철 제철 음식인 굴은 영양이 풍부해서 몸에 좋다.,1
굴,바닷가에서 먹은 굴구이가 고소하고 신선했다.,1
굴,해물파전에 굴을 넣어 먹으니 더 풍미가 깊었다.,1
굴,친구들과 함께 굴찜을 먹으며 즐거운 시간을 보냈다.,1
꿀,꿀단지에서 꺼낸 꿀을 빵에 발라 먹으니 달콤하고 맛있었다.,1
꿀,아침 식사로 빵에 달콤한 벌꿀을 발라 먹었다.,1
꿀,꿀벌이 정원에서 꽃가루를 모으며 열심히 일하고 있었다.,0
꿀,친구가 알려준 꿀팁 덕분에 숙제를 더 쉽게 끝낼 수 있었다.,0
꿀,꿀조합으로 유명한 토마토와 모차렐라 치즈를 함께 먹어보았다.,0
꿀,따뜻한 꿀차를 마시며 겨울철의 차가운 바람을 피했다.,1
꿀,꿀떡은 쫄깃하고 달콤해서 특별한 날에 먹기 좋은 간식이다.,0
꿀,여름에 시원한 꿀수박을 먹으니 더위를 잘 이길 수 있었다.,0
꿀,우리 집 정원에 꿀벌이 많이 와서 꽃들이 더욱 풍성해졌다.,0
꿀,오늘 만든 디저트가 꿀맛이어서 친구들이 모두 칭찬했다.,0
꿀,밤에 꿀잠을 자면 다음 날 아침이 더 상쾌하게 시작된다.,0
꿀,꿀벌의 역할 덕분에 농작물이 잘 자라나는 것을 알게 되었다.,0
꿀,여름에 꽃밭에 꿀벌이 날아다니는 모습을 보니 기분이 좋아졌다.,0
꿀,꿀꿀이라는 이름의 애완 돼지가 집에서 큰 인기를 끌고 있다.,0
꿀,동물원에서 꿀꿀이라 부르는 작은 돼지가 귀여워서 많은 사람들이 구경하고 있다.,0
꿀,엄마가 꿀꿀이죽을 만들 때는 항상 따뜻하고 부드럽게 요리해 주신다.,0
꿀,꿀을 넣은 요거트는 간편하면서도 맛있고 건강한 간식이다.,1
꿀,차가운 꿀을 넣어 만든 따뜻한 차가 몸을 편안하게 해 주었다.,1
꿀,아침에 토스트에 꿀을 발라 먹으니 달콤하고 맛있었다.,1
꿀,동물원에서 꿀벌의 생태에 관한 전시를 보고 많은 것을 배웠다.,0
꿀,산에 꿀벌들이 엄청 많아서 무서웠다.,0
꿀,샐러드에 꿀 드레싱을 넣어 보니 색다르고 맛있었다.,1
꿀,저녁 후에 꿀과 레몬을 섞어 만든 음료를 마시니 상쾌하고 달콤했다.,1
차,학교 앞에 도로가 넓어서 차들이 잘 다닐 수 있다.,2
차,아빠가 새로 구입한 차량이 정말 멋지고 편안하다.,2
차,오늘 수학 시험 결과가 차트로 표시되어 있어서 이해하기 쉬웠다.,0
차,겨울철에는 바람이 불어 차갑게 느껴진다.,0
차,친구가 나에게 차별 없이 친절하게 대해줘서 고마웠다.,0
차,저녁에 차례를 지내고 나서 가족들과 함께 식사했다.,0
차,어려운 문제를 풀 때는 차마 포기하지 않고 계속 도전해야 한다.,0
차,도서관에서 책을 차입하는 것이 아주 유용하다.,0
차,새로 산 차량용 청소기가 정말 유용해서 차를 깨끗하게 유지할 수 있다.,2
차,기차역에서 차표를 사는데 시간이 조금 걸렸다.,0
차,산에서 차산의 경치를 보며 산책하는 것이 정말 좋았다.,0
차,도로에 차선이 잘 표시되어 있어서 운전하기 편리했다.,0
차,시험 준비를 하면서 차분하게 공부하는 것이 중요하다.,0
차,맛있는 음식을 먹으면서 차조의 질감을 느낄 수 있었다.,0
차,다양한 차원의 문제를 해결하면서 수학이 더 재미있어졌다.,0
차,주말에 가족과 함께 차를 타고 여행을 떠나서 멋진 풍경을 구경했다.,2
차,친구 생일 파티에 참석하기 위해 차를 타고 친구 집에 갔다.,2
차,기관차가 기차역에 도착하자 많은 사람들이 내려서 역 안으로 들어갔다.,0
차,여행 중에 타본 고속열차는 정말 빠르고 편안해서 즐거웠다.,0
차,"학교 소풍 날, 우리는 기차를 타고 시골로 가서 아름다운 풍경을 구경했다.",0
차,놀이공원에서 관람차를 타고 위에서 전체 공원과 도시를 한눈에 볼 수 있었다.,0
차,"갑자기 길에서 사고가 나자, 구급차가 신속하게 도착해 응급처치를 해주었다.",0
차,불이 나자 소방차가 출동해 화재를 신속하게 진압했다.,0
차,학교 행사에서 경찰차가 전시되어 있어 친구들과 함께 구경했다.,0
차,"매일 아침, 자동차를 타고 학교에 가는 길에 다양한 풍경을 볼 수 있다.",2
차,주말에 가족과 함께 자동차를 타고 바닷가로 소풍을 갔다.,2
차,"아침에 학교에 가기 위해 자동차를 타고 출발했는데, 교통이 원활해서 좋았다.",2
차,아빠가 새로 산 차로 주말에 가까운 산으로 가족과 드라이브를 갔다.,2
차,학교에서 집까지 가는 길에 차를 타니 비가 와도 걱정이 없어서 편리했다.,2
차,아침 식사 후에 따뜻한 차를 마시며 편안한 시간을 보냈다.,1
차,겨울철에는 차에 꿀과 레몬을 넣어 마시면 몸이 따뜻해진다.,1
차,친구가 만든 차가 너무 맛있어서 레시피를 물어봤다.,1
차,저녁에 차를 한 잔 마시며 책을 읽는 것이 나만의 힐링 시간이다.,1
차,여름에 시원한 차를 마시면서 친구들과 함께 시원한 바람을 즐겼다.,1
차,시험 공부를 하면서 긴장을 풀기 위해 자주 차를 마셨다.,1
차,여행을 떠나기 전에 기차역에서 표를 구매했다.,0
차,마을 축제에서 경삼륜차를 타고 즐거운 시간을 보냈다.,0
차,아침에 일어나서 홍차를 한 잔 마시니 하루가 상쾌하게 시작되었다.,1
차,친구와 카페에서 녹차 라떼를 마시며 수다를 떨었다.,1
차,오후 간식으로 우롱차와 함께 다과를 즐기는 것이 나의 작은 행복이다.,1
차,저녁에는 따뜻한 허브차를 마시며 하루의 스트레스를 풀었다.,1
차,여름에 차가운 보이차를 마시니 더위가 한결 나아졌다.,1
차,집에서 혼자 차를 끓여 마시면서 편안한 독서 시간을 가졌다.,1
산,오늘 오후에 산책을 하며 공원에서 신선한 공기를 마셨다.,0
산,산에서 가니 기분이 정말 좋았다.,1
산,산등성이를 따라 걷다 보니 멋진 경치가 펼쳐졌다.,1
산,주말에 산악 자전거를 타는 것이 기대된다.,1
산,여름에는 산속에 가서 시원한 바람을 느끼는 것이 좋다.,1
산,이 지역은 산지라서 멋진 산 풍경을 자주 볼 수 있다.,1
산,학교 소풍에서 산림 속을 탐험하며 다양한 식물을 관찰했다.,1
산,바닷속에서 아름다운 산호초를 보며 스노클링을 즐겼다.,0
산,제주도의 화산 활동에 대해 배우기 위해 박물관을 방문했다.,0
산,일본 여행 중에 후지산의 장엄한 경치를 감상했다.,1
산,스카이다이빙을 하기 위해 낙하산을 안전하게 점검했다.,0
산,갑자기 비가 내리기 시작해서 우산을 꺼내서 비를 피했다.,0
산,산행을 하기 전에 튼튼한 등산화를 신고 산에 올랐다.,1
산,수학 시간에 산수 문제를 풀면서 많은 연습을 했다.,0
산,농장에서 산물을 수확하며 자연과 함께하는 즐거운 시간을 보냈다.,0
산,산맥을 넘는 등산이 도전적이지만 보람이 있었다.,1
산,바다에 가서 산호를 보면서 아름다운 해양 생물들을 구경했다.,0
산,친구와 함께 산에서 산신령에 관한 이야기를 나누며 신비로움을 느꼈다.,0
산,엄마가 산후조리를 잘 하셔서 건강하게 회복하는 모습을 보았다.,0
산,산책하다가 산발이 된 머리를 정리하며 기분이 상쾌해졌다.,0
산,자주 가는 공원의 산책로를 따라 걷는 것이 힐링이 된다.,0
산,숲속에서 산소가 풍부한 공기를 마시니 기분이 상쾌했다.,0
산,주말에 가족과 함께 산에 올라가서 멋진 경치를 감상했다.,1
산,학교에서 산에 대한 프로젝트를 하며 다양한 식물과 동물에 대해 배웠다.,1
산,주말에 설악산에 가서 아름다운 경치와 시원한 공기를 만끽했다.,1
산,학교 소풍에서 친구들과 함께 북한산을 올라가며 즐거운 시간을 보냈다.,1
산,여름 방학 동안 가족과 함께 한라산에 등산을 가서 멋진 자연을 구경했다.,1
산,할아버지와 함께 남산에서 서울의 야경을 보며 이야기 나누는 시간을 가졌다.,1
산,여름 방학 동안 매일 뒷산에 올라가서 산책을 하며 운동을 했다.,1
산,집 뒷마당의 뒷산에서 가족과 함께 가벼운 산책을 즐겼다.,1
산,뒷산에서 신선한 공기를 마시며 친구들과 숨바꼭질을 했다.,1
집,오늘은 학교가 끝나고 바로 집으로 돌아왔다.,1
집,비가 많이 와서 집 안에만 있었다.,1
집,우리 집 옆에는 예쁜 꽃들이 피어 있다.,1
집,친구가 우리 집에 놀러 왔다.,1
집,새로 이사한 집은 공원이 가까워서 좋다.,1
집,집 앞에서 자전거를 타고 놀았다.,1
집,집안일을 도와드리려고 엄마와 청소를 했다.,1
집,오늘 미술 시간에 나는 큰 종이에 집을 그렸다.,1
집,친구가 나에게 집짓기 게임을 알려주었다.,1
집,바람이 세게 불어 우산이 집어 던져졌다.,0
집,누나는 내일까지 집합 과제를 끝내야 한다고 말했다.,0
집,과학 시간에 무게를 재는 방법을 집어 주셨다.,0
집,과학 시간에 달팽이집의 모양을 배워서 신기했다.,0
집,숲에서 놀다가 달팽이 집을 발견해서 구경했다.,0
집,달팽이집은 나선형으로 생겨서 신비로웠다.,0
집,달팽이 집에 대해 알아보는 과제를 해서 재미있었다.,0
집,오늘은 집안 청소를 도와드렸다.,1
집,시험이 가까워져서 공부에 집중해야 한다.,0
집,내일은 큰 집회가 있어서 교통이 혼잡할 것 같다.,0
집,우리 동네 집값이 많이 올랐다.,1
집,집중력을 키우기 위해 퍼즐 맞추기를 연습하고 있다.,0
집,이마트에서 새로운 집기를 샀다.,0
집,이사하기 전에 집수리가 꼭 필요했다.,1
집,친구에게 새로 이사한 집주소를 알려줬다.,1
집,그는 작은 일에 너무 집착하는 것 같아서 걱정된다.,0
집,작가가 되기 위해 매일 조금씩 집필 연습을 하고 있다.,0
집,엄마가 장난감을 집어치우다고 말하셨다.,0
집,오늘은 집안일을 도와드리느라 바빴다.,1
집,이 지역에 집지를 고를 때 신중해야 한다.,0
집,명절에는 온 집안사람들이 모여서 즐겁게 지낸다.,1
집,할머니가 뜨거운 음식을 집게로 집어서 주셨다.,0
집,숙제할 때는 잡념 없이 집중하는 것이 중요하다.,0
집,나는 새 책을 사기 위해 책집에 갔다.,0
집,이번 주말에는 동생과 함께 놀이집에 가기로 했다.,0
성,이번 시험에서 좋은 성적을 받아서 기분이 좋다.,0
성,우리 동네에 옛날 성곽이 있어서 역사 공부에 도움이 된다.,1
성,친구와 함께 성실하게 과제를 완성했다.,0
성,나는 항상 목표를 이루기 위해 성공을 꿈꾼다.,0
성,여행을 가서 멋진 성을 구경했다.,1
성,운동을 꾸준히 하면 체력이 많이 성장한다.,0
성,팀워크가 좋아서 경기를 성공적으로 마칠 수 있었다.,0
성,그의 성격은 정말 밝고 긍정적이다.,0
성,새로 이사한 동네는 안전성이 높은 지역이다.,0
성,선생님께서 내 성명을 부르실 때 대답했다.,0
성,그는 성공하기 위해 매일 열심히 노력하고 있다.,0
성,이번 프로젝트는 모두가 협력해서 성공적으로 끝났다.,0
성,새로운 취미를 시작하고 나서 나의 성장을 느낄 수 있었다.,0
성,성인이 되면 더 많은 책임을 져야 한다.,0
성,이 도시는 오래된 성벽으로 유명하다.,1
성,친구와 약속을 지키는 것은 성실의 중요한 부분이다.,0
성,선생님께서 내 성함을 물어보셨다.,0
성,성능이 좋은 컴퓨터를 사려고 알아보고 있다.,0
성,사람마다 각자의 성향이 다르기 때문에 존중해야 한다.,0
성,나는 자신의 목표를 이루기 위해 성취감을 느끼고 싶다.,0
성,밤하늘을 보며 과학 선생님께서 인공위성이 지구를 도는 원리를 설명해 주셨다.,0
성,지구는 태양 주위를 도는 행성 중 하나이다.,0
성,오늘 과학 시간에 인공위성의 구조와 기능에 대해 배웠다.,0
성,"우리 태양계에는 여러 행성이 있으며, 각기 다른 특징을 가지고 있다.",0
성,아이들과 함께 모래사장에서 모래 성을 쌓았다.,1
성,우리는 여행 중에 중세 시대의 멋진 성을 구경했다.,1
성,동화책 속 공주가 살고 있는 아름다운 성이 나왔다.,1
성,옛날 왕들은 높은 성을 쌓아 적의 침입을 막았다.,1
성,그 마을의 중심에는 커다란 성이 우뚝 서 있다.,1
성,동화 속 백설공주의 성은 눈 덮인 숲 속 깊은 곳에 자리 잡고 있었다.,1
성,성주는 마을 사람들을 보호하기 위해 성벽을 더욱 튼튼하게 만들었다.,1
성,아이들은 놀이 시간에 신데렐라의 성을 재현하며 즐겁게 놀았다.,1
성,그 마을의 성주는 주민들에게 존경받는 리더였다.,1
휠,할머니는 병원에서 휠체어를 타고 이동하셨다.,0
휠,공원에는 휠체어로 접근할 수 있는 경로가 마련되어 있다.,0
휠,어린이날에 자원봉사자들이 휠체어를 필요한 사람들에게 지원했다.,0
휠,박물관에서는 휠체어를 대여할 수 있는 서비스를 제공한다.,0
휠,친구가 휠체어를 사용하여 경기장에서 불편 없이 관람할 수 있었다.,0
휠,자전거의 휠이 고장이 나서 수리점에 가야 한다.,1
휠,스티어링 휠을 조작하여 자동차를 안전하게 운전했다.,1
휠,운동장에서 휠체어의 크기와 구조를 살펴보았다.,0
휠,로봇의 휠이 문제를 일으켜서 수리해야 했다.,1
휠,새로 산 스쿠터의 휠이 매우 튼튼해서 좋다.,1
휠,차고에는 다양한 휠이 놓여 있어 정리정돈이 필요하다.,1
휠,농구장에서 휠장비를 사용하여 장애인 선수들이 경기를 할 수 있었다.,1
휠,공장에서는 다양한 휠장비를 사용하여 물건을 운반한다.,1
휠,최신 휠장비를 도입하여 작업 효율성을 높일 수 있었다.,1
휠,스포츠 클럽에서는 휠체어 농구를 위한 전문 장비를 구비하고 있다.,0
휠,자전거의 휠타이어가 펑크 나서 수리점에 가야 했다.,1
휠,물류센터에서는 휠러를 사용하여 무거운 상자들을 빠르게 이동시킨다.,1
휠,마당에 쌓인 나뭇가지들을 옮기기 위해 휠카를 사용했다.,1
휠,새 차를 구매하면서 휠커버도 함께 교체하여 더욱 멋진 모습을 만들었다.,1
달,오늘은 달력에 빨간색으로 중요한 일정을 표시했다.,0
달,밤하늘의 달빛이 방 안까지 비춰서 매우 아름다웠다.,1
달,정원에서 달팽이를 발견하고 조심스럽게 관찰했다.,0
달,김치는 달래를 넣어 맛이 더 풍부해졌다.,0
달,운동장에서 친구들과 함께 달리기를 하면서 건강을 챙겼다.,0
달,디저트로 달콤한 케이크를 먹으니 기분이 좋아졌다.,0
달,이번 프로젝트의 달성 목표는 매우 도전적이지만 흥미롭다.,0
달,도난당한 자전거를 찾기 위해 달아나다는 시도를 계속하고 있다.,0
달,아이가 울 때는 엄마가 달래다며 곁에서 위로해 준다.,0
달,아침에 일어나서 신선한 달걀을 먹으며 하루를 시작했다.,0
달,새로운 달성 목표를 세우고 이를 이루기 위해 계획을 세웠다.,0
달,보름달이 떠 있는 밤에는 달빛이 강하게 비쳐서 신비로웠다.,1
달,운동회에서 달리기 경기에 참가하여 좋은 결과를 얻었다.,0
달,수달이 강가에서 물고기를 잡고 있는 모습을 발견했다.,0
달,겨울철에는 수달이 겨울잠을 자는 장소를 찾아 이동한다.,0
달,정원에서 달팽이집을 발견하고 조심스럽게 살펴보았다.,0
달,비 오는 날에는 달팽이 집이 나와서 느리게 움직인다.,0
달,달팽이가 잔디 위를 천천히 기어가는 모습을 보았다.,0
달,화초에 달팽이가 생겨서 식물에 피해를 주지 않도록 조심해야 한다.,0
달,달걀을 삶을 때는 물에 소금을 조금 넣으면 껍질이 잘 벗겨진다.,0
달,체육 대회에서 금메달을 딴 친구에게 축하의 메달을 수여했다.,0
달,학생들은 학업 성취를 기념하여 메달을 받았다.,0
달,올림픽에서 금메달을 획득한 선수의 인터뷰가 큰 관심을 받았다.,0
달,"매일 열심히 연습한 결과, 마침내 금메달을 손에 넣었다.",0
달,"비록 은메달을 얻었지만, 최선을 다한 결과에 만족했다.",0
달,대회에서 동메달을 획득한 친구에게 응원의 메시지를 보냈다.,0
달,동메달을 따낸 팀은 다음 경기에서 더 좋은 성적을 기대하고 있다.,0
달,새로운 달력을 걸어 놓고 중요한 일정을 메모해 두었다.,0
달,달력의 날짜를 확인하며 다음 주에 계획된 일정을 준비했다.,0
달,달이 하늘에 밝게 떠서 밤이 더욱 아름다웠다.,1
달,달을 관찰하기 위해 망원경을 꺼내서 자세히 살펴보았다.,1
달,여행 중에 달을 배경으로 멋진 사진을 찍었다.,1
달,보름달이 뜨는 밤에는 하늘이 더욱 환하게 밝아져서 산책하기 좋다.,1
달,달빛이 창문을 통해 방 안으로 스며들어 은은한 분위기를 만들어 주었다.,1
달,전설에 따르면 달토끼는 달에 살며 불로장생의 약을 만들고 있다고 한다.,1
달,"달의 뒷면은 지구에서 볼 수 없는 부분으로, 우주 탐사에 의해 많은 정보가 밝혀졌다.",1
달,달의 연인이라는 소설은 밤하늘을 배경으로 한 로맨스를 담고 있다.,1
달,달의 아이라는 애니메이션에서 주인공은 달에서 온 특별한 능력을 가진 캐릭터이다.,1
달,밤에 달을 봤는데 달의 앞면이 선명하게 보여서 신기했다.,1
해,오늘은 해가 너무 뜨겁게 내리쬐어서 그늘에서 쉬었다.,1
해,저녁 해가 지고 나서 하늘이 아름다운 색으로 물들었다.,1
해,바닷가에서 해변을 산책하며 시원한 바람을 느꼈다.,0
해,해양 생물 박물관에서 다양한 바다 생물들을 구경했다.,0
해,학교에서는 해양학에 관한 수업이 진행되어 흥미로웠다.,0
해,뉴스에서 동네에 갑자기 멧돼지가 나왔다고 해서 놀랐다.,0
해,영화를 보러 가기로 해서 오후 내내 기대감에 들떴다.,0
해,해석이 필요한 문장을 잘 이해하기 위해 여러 번 읽었다.,0
해,친구와 함께 해수욕장에서 즐거운 시간을 보냈다.,0
해,해발 고도가 높은 지역에서는 공기가 맑고 상쾌하다.,0
해,운동회에서 1등을 해서 상을 받았다.,0
해,엄마가 아침에 나가서 먹을 간식을 준비해줬다.,0
해,오늘 생일이라서 친구들이 카드와 작은 선물을 해줬다.,0
해,일출을 보기 위해 새벽에 일찍 일어나서 해돋이를 기다렸다.,1
해,이 문제를 해결하기 위해 최선을 다할 것이다.,0
해,이번 해에는 새로운 목표를 설정하고 열심히 노력할 계획이다.,0
해,올해 처음으로 영화관에서 영화를 봤다.,0
해,올해는 새로운 취미를 시작하기로 결심했다.,0
해,올해의 목표는 매일 운동을 하고 건강한 식습관을 유지하는 것이다.,0
해,해가 바뀔 때마다 새로운 계획을 세워서 더 나은 자신을 만들어가려고 한다.,0
해,해적 이야기를 다룬 영화는 흥미진진한 모험을 담고 있었다.,0
해,여름 방학 동안 가족과 함께 해외 여행을 떠날 예정이다.,0
해,친구는 복잡한 문제도 잘 이해하다 보니 해결책을 쉽게 찾을 수 있었다.,0
해,문학 작품을 읽으면서 그 의미를 깊게 해석하다는 것이 중요하다는 것을 깨달았다.,0
해,친구가 부탁한 일을 해 주기로 결정했다.,0
해,그 스포일러는 영화의 몰입을 해친다는 결과를 초래했다.,0
해,오래된 옷이 자주 입다 보니 색이 해지다고 느껴졌다.,0
해,여름 방학 동안 해변에서 모래성을 쌓고 시원한 바닷물에 발을 담갔다.,0
해,해질녘에 공원에서 산책을 하니 시원한 바람이 불어와 기분이 좋았다.,1
해,해질녘에 하늘이 오렌지색으로 물들어 정말 아름다웠다.,1
해,밭에 해바라기가 가득 피어 있어서 여름의 아름다움을 느낄 수 있었다.,0
해,꽃집에서 해바라기를 사서 집안에 두니 기분이 밝아졌다.,0
해,학교 행사에서 해바라기를 주제로 한 미술 작품을 전시하여 많은 관람객들이 감상했다.,0
해,해바라기 씨앗을 모아서 집에서 간단한 간식을 만들어 보았다.,0
해,오늘은 날씨가 맑아서 해가 아주 밝게 빛나고 있다.,1
해,여름에 바닷가에서 해를 너무 많이 쬐면 피부가 타기 쉽다.,1
해,저녁이 되면 해가 서서히 지면서 하늘이 아름다운 색으로 물든다.,1
해,"해가 뜨기 전, 새벽 공기가 상쾌해서 조깅하기 좋은 시간이다.",1
해,해가 높이 떠 있을 때 가장 뜨거운 기온을 기록한다.,1
해,해가 지는 시간에는 하늘에 붉은 해가 지평선 너머로 사라진다.,1
해,가끔은 해의 위치에 따라 그림자가 길게 드리워져 경치가 달라 보인다.,1
별,밤하늘을 바라보다가 별똥별이 빠르게 지나가는 모습을 보며 소원을 빌었다.,0
별,별똥별이 떨어지는 것을 보기 위해 친구들과 함께 야외로 나가서 하늘을 관찰했다.,0
별,캠핑을 하면서 별똥별이 떨어지는 장관을 감상하며 행복한 시간을 보냈다.,0
별,밤하늘에 수많은 별이 반짝이고 있어서 정말 아름다웠다.,1
별,별빛이 창문을 통해 방 안으로 들어와서 은은한 분위기를 만들어 주었다.,1
별,이번 여름 캠프에서는 별자리를 관찰하며 별자리에 대해 자세히 배웠다.,1
별,그는 친구들 사이에서 별명이 ‘유령’이라고 불리며 재미있는 사람으로 알려져 있다.,0
별,추가적인 비용이 발생하는 별도 서비스는 예약 시 미리 확인해야 한다.,0
별,호텔의 별관에서 조용하게 휴식을 취하며 편안한 시간을 보냈다.,0
별,별관계에 대한 연구를 통해 별들이 어떻게 서로 영향을 미치는지 알 수 있다.,1
별,유명한 작가가 별세하여 문학계에 큰 공백이 생겼다.,0
별,가족과 함께 여름휴가를 보내기 위해 바닷가에 있는 별장을 예약했다.,0
별,별급 호텔에서의 숙박은 고급스러운 서비스와 편안함을 제공한다.,0
별,별별 맛집을 돌아다니며 다양한 음식을 맛보는 것이 여행의 즐거움 중 하나다.,0
별,별별 고민이 많아도 친구와 함께 이야기하면 마음이 훨씬 가벼워진다.,0
별,별이 총총히 박힌 밤하늘을 보며 소중한 사람과 함께 시간을 보내는 것이 좋다.,1
별,천문대에서 별의 위치와 특징에 대해 배울 수 있는 기회를 가졌다.,1
별,별의 밝기와 색깔을 관찰하는 것은 천체 관측의 중요한 부분이다.,1
비,숲속의 작은 연못에서 비버가 나무를 갉아내고 있는 모습을 보았다.,0
비,비버의 건축 기술 덕분에 연못의 물이 잘 유지된다.,0
비,공원에서 비둘기들이 모여 있는 모습을 보며 평화로운 분위기를 느꼈다.,0
비,도심 속에서 비둘기에게 먹이를 주는 것은 많은 사람들에게 즐거움을 준다.,0
비,꽃밭에서 나비가 날아다니며 아름다운 색깔의 날개를 펼쳤다.,0
비,나비는 계절에 따라 색상과 종류가 달라져서 관찰하는 재미가 있다.,0
비,하늘을 가로지르는 비행기를 보면서 먼 곳으로 여행을 떠나고 싶었다.,0
비,비행기 탑승 전 보안 검색을 통과하는 절차는 매우 중요하다.,0
비,비행접시를 테마로 한 영화는 외계인의 모험을 흥미진진하게 그렸다.,0
비,밤하늘에서 비행 접시를 본 사람들의 이야기는 신비롭고 신화적인 느낌을 준다.,0
비,학교 운동회에서 럭비 경기를 하면서 팀워크의 중요성을 배웠다.,0
비,"럭비는 몸을 많이 쓰는 스포츠로, 강한 체력과 전략이 필요하다.",0
비,저녁 식사 후에 가족과 함께 텔레비전을 보며 편안한 시간을 보냈다.,0
비,티비의 화면이 깨져서 수리점에 가서 수리해야 했다.,0
비,오래된 비디오에서 가족 여행의 추억이 담긴 영상을 찾아보았다.,0
비,비디오테이프를 재생하려면 VCR이 필요하여 어딘가에서 찾아야 했다.,0
비,손을 씻기 위해 깨끗한 비누를 사용하고 나서 기분이 상쾌해졌다.,0
비,비누의 향기가 방 안에 퍼져서 기분이 좋았다.,0
비,비즈니스 회의를 위해 프레젠테이션 자료를 철저히 준비했다.,0
비,새로운 프로젝트를 진행하기 위해 예상 비용을 정확히 계산해 보았다.,0
비,갑작스러운 비상 상황에 대비하여 응급키트를 항상 준비해 두어야 한다.,0
비,친구의 비밀을 지켜주는 것이 진정한 우정의 중요한 부분이다.,0
비,조용한 공원에 세워진 비석은 지역 사회의 역사와 추억을 간직하고 있다.,0
비,한식당에서 매콤한 비빔밥을 먹으며 맛있는 점심을 즐겼다.,0
비,공직에서 비리가 발견되면 철저한 조사와 처벌이 필요하다.,0
비,투자 수익은 자본금에 비례하여 증가하므로 신중하게 계획해야 한다.,0
비,해변에서 비치 파라솔을 펼치고 시원한 바다를 즐겼다.,0
비,비가 오기 시작하자 우산을 챙겨야겠다고 생각했다.,1
비,오늘 하루 종일 비가 내려서 길이 많이 미끄럽다.,1
비,"비가 내리던 저녁, 따뜻한 차 한 잔이 특히 맛있었다.",1
비,봄철에는 비가 자주 내리며 식물들이 잘 자랄 수 있도록 도와준다.,1
비,비가 그치자 공원에서 파란 하늘과 함께 상쾌한 공기를 느낄 수 있었다.,1
비,비가 많이 내려서 강물이 불어나고 홍수 경고가 발령되었다.,1
비,"비가 오던 날, 집에서 영화나 책을 읽으며 편안한 시간을 보냈다.",1
비,오늘은 햇살이 너무 강하게 비췄다.,0
비,방이 너무 비좁아서 다들 앉는 자리가 부족했다.,0
비,친구랑 가위바위보를 했는데 둘 다 가위를 내서 비겼다.,0
비,복도를 지나다가 앞에 친구랑 부딪힐까봐 먼저 비켜주었다.,0
비,하늘에서 내리는 작은 물방울들이 비처럼 쏟아져서 도로가 금세 젖어버렸다.,1
비,"아침에 비를 맞으면서 학교에 가는데, 우산이 없어서 조금 불편했다.",1
비,갑자기 내린 비를 피해 옆에 있는 카페로 들어가서 잠시 기다렸다.,1
눈,책을 읽으면서 작은 글씨가 잘 안 보이길래 안경을 끼고 눈을 가늘게 뜨게 되었다.,0
눈,감동적인 영화의 마지막 장면을 보면서 눈에서 눈물이 저절로 흘렀다.,0
눈,겨울 방학 동안 친구들과 함께 공원에서 큰 눈사람을 만들었다.,0
눈,첫 눈이 내리자마자 아이들은 신나서 밖에서 눈놀이를 시작했다.,1
눈,창문에 눈꽃이 피어나는 모습을 보면서 겨울이 오고 있음을 실감했다.,1
눈,눈가의 주름이 신경 쓰여서 최근에 스킨케어를 열심히 하고 있다.,0
눈,영화에서 주인공이 놀랄 때 눈썹이 위로 올라가는 장면이 인상적이었다.,0
